Genotype_code,Loc.Year.Treat
EB.10H.H.00131,BLOIS_2017_OPT
EB.10H.H.00135,BLOIS_2017_OPT
EB.10H.H.00137,BLOIS_2017_OPT
EB.10H.H.00139,BLOIS_2017_OPT
EB.10H.H.00143,BLOIS_2017_OPT
EB.10H.H.00146,BLOIS_2017_OPT
EB.10H.H.00148,BLOIS_2017_OPT
EB.10H.H.00149,BLOIS_2017_OPT
EB.10H.H.00151,BLOIS_2017_OPT
EB.09S.H.00079,BLOIS_2017_OPT
EB.09S.H.00090,BLOIS_2017_OPT
EB.09S.H.00115,BLOIS_2017_OPT
EB.09S.H.00134,BLOIS_2017_OPT
EB.09S.H.00169,BLOIS_2017_OPT
EB.09S.H.00195,BLOIS_2017_OPT
EB.09S.H.00208,BLOIS_2017_OPT
EB.09S.H.00355,BLOIS_2017_OPT
EB.09S.H.00415,BLOIS_2017_OPT
EB.09S.H.00442,BLOIS_2017_OPT
EB.09S.H.00460,BLOIS_2017_OPT
EB.10H.H.00024,BLOIS_2017_OPT
EB.10H.H.00028,BLOIS_2017_OPT
EB.10H.H.00071,BLOIS_2017_OPT
EB.10H.H.00092,BLOIS_2017_OPT
EB.10H.H.00144,BLOIS_2017_OPT
EB.09S.H.00397,BLOIS_2017_OPT
EB.10H.H.00054,BLOIS_2017_OPT
EB.09S.H.00002,GRANEROS_2015_OPT
EB.09S.H.00004,GRANEROS_2015_OPT
EB.09S.H.00005,GRANEROS_2015_OPT
EB.09S.H.00007,GRANEROS_2015_OPT
EB.09S.H.00008,GRANEROS_2015_OPT
EB.09S.H.00009,GRANEROS_2015_OPT
EB.09S.H.00015,GRANEROS_2015_OPT
EB.09S.H.00016,GRANEROS_2015_OPT
EB.09S.H.00017,GRANEROS_2015_OPT
EB.09S.H.00019,GRANEROS_2015_OPT
EB.09S.H.00027,GRANEROS_2015_OPT
EB.09S.H.00030,GRANEROS_2015_OPT
EB.09S.H.00039,GRANEROS_2015_OPT
EB.09S.H.00040,GRANEROS_2015_OPT
EB.09S.H.00041,GRANEROS_2015_OPT
EB.09S.H.00043,GRANEROS_2015_OPT
EB.09S.H.00044,GRANEROS_2015_OPT
EB.09S.H.00045,GRANEROS_2015_OPT
EB.09S.H.00046,GRANEROS_2015_OPT
EB.09S.H.00048,GRANEROS_2015_OPT
EB.09S.H.00049,GRANEROS_2015_OPT
EB.09S.H.00052,GRANEROS_2015_OPT
EB.09S.H.00054,GRANEROS_2015_OPT
EB.09S.H.00061,GRANEROS_2015_OPT
EB.09S.H.00064,GRANEROS_2015_OPT
EB.09S.H.00065,GRANEROS_2015_OPT
EB.09S.H.00071,GRANEROS_2015_OPT
EB.09S.H.00072,GRANEROS_2015_OPT
EB.09S.H.00073,GRANEROS_2015_OPT
EB.09S.H.00074,GRANEROS_2015_OPT
EB.09S.H.00076,GRANEROS_2015_OPT
EB.09S.H.00080,GRANEROS_2015_OPT
EB.09S.H.00081,GRANEROS_2015_OPT
EB.09S.H.00083,GRANEROS_2015_OPT
EB.09S.H.00084,GRANEROS_2015_OPT
EB.09S.H.00086,GRANEROS_2015_OPT
EB.09S.H.00087,GRANEROS_2015_OPT
EB.09S.H.00093,GRANEROS_2015_OPT
EB.09S.H.00094,GRANEROS_2015_OPT
EB.09S.H.00097,GRANEROS_2015_OPT
EB.09S.H.00098,GRANEROS_2015_OPT
EB.09S.H.00100,GRANEROS_2015_OPT
EB.09S.H.00101,GRANEROS_2015_OPT
EB.09S.H.00106,GRANEROS_2015_OPT
EB.09S.H.00107,GRANEROS_2015_OPT
EB.09S.H.00108,GRANEROS_2015_OPT
EB.09S.H.00111,GRANEROS_2015_OPT
EB.09S.H.00112,GRANEROS_2015_OPT
EB.09S.H.00114,GRANEROS_2015_OPT
EB.09S.H.00116,GRANEROS_2015_OPT
EB.09S.H.00118,GRANEROS_2015_OPT
EB.09S.H.00122,GRANEROS_2015_OPT
EB.09S.H.00130,GRANEROS_2015_OPT
EB.09S.H.00132,GRANEROS_2015_OPT
EB.09S.H.00133,GRANEROS_2015_OPT
EB.09S.H.00135,GRANEROS_2015_OPT
EB.09S.H.00136,GRANEROS_2015_OPT
EB.09S.H.00142,GRANEROS_2015_OPT
EB.09S.H.00144,GRANEROS_2015_OPT
EB.09S.H.00145,GRANEROS_2015_OPT
EB.09S.H.00149,GRANEROS_2015_OPT
EB.09S.H.00155,GRANEROS_2015_OPT
EB.09S.H.00157,GRANEROS_2015_OPT
EB.09S.H.00160,GRANEROS_2015_OPT
EB.09S.H.00161,GRANEROS_2015_OPT
EB.09S.H.00168,GRANEROS_2015_OPT
EB.09S.H.00171,GRANEROS_2015_OPT
EB.09S.H.00172,GRANEROS_2015_OPT
EB.09S.H.00175,GRANEROS_2015_OPT
EB.09S.H.00178,GRANEROS_2015_OPT
EB.09S.H.00179,GRANEROS_2015_OPT
EB.09S.H.00183,GRANEROS_2015_OPT
EB.09S.H.00185,GRANEROS_2015_OPT
EB.09S.H.00188,GRANEROS_2015_OPT
EB.09S.H.00191,GRANEROS_2015_OPT
EB.09S.H.00192,GRANEROS_2015_OPT
EB.09S.H.00193,GRANEROS_2015_OPT
EB.09S.H.00194,GRANEROS_2015_OPT
EB.09S.H.00198,GRANEROS_2015_OPT
EB.09S.H.00199,GRANEROS_2015_OPT
EB.09S.H.00201,GRANEROS_2015_OPT
EB.09S.H.00204,GRANEROS_2015_OPT
EB.09S.H.00205,GRANEROS_2015_OPT
EB.09S.H.00209,GRANEROS_2015_OPT
EB.09S.H.00216,GRANEROS_2015_OPT
EB.09S.H.00223,GRANEROS_2015_OPT
EB.09S.H.00224,GRANEROS_2015_OPT
EB.09S.H.00225,GRANEROS_2015_OPT
EB.09S.H.00226,GRANEROS_2015_OPT
EB.09S.H.00232,GRANEROS_2015_OPT
EB.09S.H.00235,GRANEROS_2015_OPT
EB.09S.H.00238,GRANEROS_2015_OPT
EB.09S.H.00240,GRANEROS_2015_OPT
EB.09S.H.00242,GRANEROS_2015_OPT
EB.09S.H.00243,GRANEROS_2015_OPT
EB.09S.H.00245,GRANEROS_2015_OPT
EB.09S.H.00246,GRANEROS_2015_OPT
EB.09S.H.00250,GRANEROS_2015_OPT
EB.09S.H.00251,GRANEROS_2015_OPT
EB.09S.H.00253,GRANEROS_2015_OPT
EB.09S.H.00254,GRANEROS_2015_OPT
EB.09S.H.00257,GRANEROS_2015_OPT
EB.09S.H.00263,GRANEROS_2015_OPT
EB.09S.H.00264,GRANEROS_2015_OPT
EB.09S.H.00265,GRANEROS_2015_OPT
EB.09S.H.00266,GRANEROS_2015_OPT
EB.09S.H.00267,GRANEROS_2015_OPT
EB.09S.H.00273,GRANEROS_2015_OPT
EB.09S.H.00277,GRANEROS_2015_OPT
EB.09S.H.00278,GRANEROS_2015_OPT
EB.09S.H.00284,GRANEROS_2015_OPT
EB.09S.H.00287,GRANEROS_2015_OPT
EB.09S.H.00290,GRANEROS_2015_OPT
EB.09S.H.00291,GRANEROS_2015_OPT
EB.09S.H.00292,GRANEROS_2015_OPT
EB.09S.H.00294,GRANEROS_2015_OPT
EB.09S.H.00297,GRANEROS_2015_OPT
EB.09S.H.00300,GRANEROS_2015_OPT
EB.09S.H.00306,GRANEROS_2015_OPT
EB.09S.H.00309,GRANEROS_2015_OPT
EB.09S.H.00315,GRANEROS_2015_OPT
EB.09S.H.00316,GRANEROS_2015_OPT
EB.09S.H.00318,GRANEROS_2015_OPT
EB.09S.H.00322,GRANEROS_2015_OPT
EB.09S.H.00325,GRANEROS_2015_OPT
EB.09S.H.00326,GRANEROS_2015_OPT
EB.09S.H.00328,GRANEROS_2015_OPT
EB.09S.H.00329,GRANEROS_2015_OPT
EB.09S.H.00331,GRANEROS_2015_OPT
EB.09S.H.00334,GRANEROS_2015_OPT
EB.09S.H.00335,GRANEROS_2015_OPT
EB.09S.H.00336,GRANEROS_2015_OPT
EB.09S.H.00340,GRANEROS_2015_OPT
EB.09S.H.00341,GRANEROS_2015_OPT
EB.09S.H.00348,GRANEROS_2015_OPT
EB.09S.H.00349,GRANEROS_2015_OPT
EB.09S.H.00352,GRANEROS_2015_OPT
EB.09S.H.00353,GRANEROS_2015_OPT
EB.09S.H.00356,GRANEROS_2015_OPT
EB.09S.H.00357,GRANEROS_2015_OPT
EB.09S.H.00359,GRANEROS_2015_OPT
EB.09S.H.00360,GRANEROS_2015_OPT
EB.09S.H.00362,GRANEROS_2015_OPT
EB.09S.H.00364,GRANEROS_2015_OPT
EB.09S.H.00368,GRANEROS_2015_OPT
EB.09S.H.00372,GRANEROS_2015_OPT
EB.09S.H.00373,GRANEROS_2015_OPT
EB.09S.H.00374,GRANEROS_2015_OPT
EB.09S.H.00377,GRANEROS_2015_OPT
EB.09S.H.00378,GRANEROS_2015_OPT
EB.09S.H.00382,GRANEROS_2015_OPT
EB.09S.H.00383,GRANEROS_2015_OPT
EB.09S.H.00385,GRANEROS_2015_OPT
EB.09S.H.00388,GRANEROS_2015_OPT
EB.09S.H.00389,GRANEROS_2015_OPT
EB.09S.H.00390,GRANEROS_2015_OPT
EB.09S.H.00393,GRANEROS_2015_OPT
EB.09S.H.00394,GRANEROS_2015_OPT
EB.09S.H.00398,GRANEROS_2015_OPT
EB.09S.H.00399,GRANEROS_2015_OPT
EB.09S.H.00402,GRANEROS_2015_OPT
EB.09S.H.00404,GRANEROS_2015_OPT
EB.09S.H.00407,GRANEROS_2015_OPT
EB.09S.H.00409,GRANEROS_2015_OPT
EB.09S.H.00410,GRANEROS_2015_OPT
EB.09S.H.00413,GRANEROS_2015_OPT
EB.09S.H.00414,GRANEROS_2015_OPT
EB.09S.H.00416,GRANEROS_2015_OPT
EB.09S.H.00417,GRANEROS_2015_OPT
EB.09S.H.00418,GRANEROS_2015_OPT
EB.09S.H.00419,GRANEROS_2015_OPT
EB.09S.H.00424,GRANEROS_2015_OPT
EB.09S.H.00425,GRANEROS_2015_OPT
EB.09S.H.00426,GRANEROS_2015_OPT
EB.09S.H.00427,GRANEROS_2015_OPT
EB.09S.H.00429,GRANEROS_2015_OPT
EB.09S.H.00433,GRANEROS_2015_OPT
EB.09S.H.00436,GRANEROS_2015_OPT
EB.09S.H.00439,GRANEROS_2015_OPT
EB.09S.H.00444,GRANEROS_2015_OPT
EB.09S.H.00445,GRANEROS_2015_OPT
EB.09S.H.00446,GRANEROS_2015_OPT
EB.09S.H.00448,GRANEROS_2015_OPT
EB.09S.H.00451,GRANEROS_2015_OPT
EB.09S.H.00453,GRANEROS_2015_OPT
EB.09S.H.00454,GRANEROS_2015_OPT
EB.09S.H.00455,GRANEROS_2015_OPT
EB.09S.H.00465,GRANEROS_2015_OPT
EB.09S.H.00469,GRANEROS_2015_OPT
EB.09S.H.00471,GRANEROS_2015_OPT
EB.09S.H.00472,GRANEROS_2015_OPT
EB.09S.H.00474,GRANEROS_2015_OPT
EB.09S.H.00476,GRANEROS_2015_OPT
EB.09S.H.00477,GRANEROS_2015_OPT
EB.09S.H.00480,GRANEROS_2015_OPT
EB.09S.H.00481,GRANEROS_2015_OPT
EB.09S.H.00482,GRANEROS_2015_OPT
EB.09S.H.00484,GRANEROS_2015_OPT
EB.09S.H.00485,GRANEROS_2015_OPT
EB.09S.H.00488,GRANEROS_2015_OPT
EB.09S.H.00493,GRANEROS_2015_OPT
EB.09S.H.00496,GRANEROS_2015_OPT
EB.09S.H.00498,GRANEROS_2015_OPT
EB.09S.H.00500,GRANEROS_2015_OPT
EB.09S.H.00502,GRANEROS_2015_OPT
EB.09S.H.00504,GRANEROS_2015_OPT
EB.09S.H.00506,GRANEROS_2015_OPT
EB.09S.H.00507,GRANEROS_2015_OPT
EB.09S.H.00509,GRANEROS_2015_OPT
EB.09S.H.00512,GRANEROS_2015_OPT
EB.09S.H.00513,GRANEROS_2015_OPT
EB.09S.H.00518,GRANEROS_2015_OPT
EB.09S.H.00519,GRANEROS_2015_OPT
EB.09S.H.00520,GRANEROS_2015_OPT
EB.09S.H.00522,GRANEROS_2015_OPT
EB.09S.H.00523,GRANEROS_2015_OPT
EB.09S.H.00524,GRANEROS_2015_OPT
EB.09S.H.00525,GRANEROS_2015_OPT
EB.09S.H.00530,GRANEROS_2015_OPT
EB.10H.H.00005,GRANEROS_2015_OPT
EB.10H.H.00006,GRANEROS_2015_OPT
EB.10H.H.00007,GRANEROS_2015_OPT
EB.10H.H.00018,GRANEROS_2015_OPT
EB.10H.H.00020,GRANEROS_2015_OPT
EB.10H.H.00021,GRANEROS_2015_OPT
EB.10H.H.00023,GRANEROS_2015_OPT
EB.10H.H.00025,GRANEROS_2015_OPT
EB.10H.H.00029,GRANEROS_2015_OPT
EB.10H.H.00030,GRANEROS_2015_OPT
EB.10H.H.00031,GRANEROS_2015_OPT
EB.10H.H.00032,GRANEROS_2015_OPT
EB.10H.H.00034,GRANEROS_2015_OPT
EB.10H.H.00036,GRANEROS_2015_OPT
EB.10H.H.00037,GRANEROS_2015_OPT
EB.10H.H.00038,GRANEROS_2015_OPT
EB.10H.H.00040,GRANEROS_2015_OPT
EB.10H.H.00041,GRANEROS_2015_OPT
EB.10H.H.00043,GRANEROS_2015_OPT
EB.10H.H.00045,GRANEROS_2015_OPT
EB.10H.H.00046,GRANEROS_2015_OPT
EB.10H.H.00047,GRANEROS_2015_OPT
EB.10H.H.00050,GRANEROS_2015_OPT
EB.10H.H.00051,GRANEROS_2015_OPT
EB.10H.H.00052,GRANEROS_2015_OPT
EB.10H.H.00053,GRANEROS_2015_OPT
EB.10H.H.00055,GRANEROS_2015_OPT
EB.10H.H.00056,GRANEROS_2015_OPT
EB.10H.H.00058,GRANEROS_2015_OPT
EB.10H.H.00060,GRANEROS_2015_OPT
EB.10H.H.00061,GRANEROS_2015_OPT
EB.10H.H.00062,GRANEROS_2015_OPT
EB.10H.H.00063,GRANEROS_2015_OPT
EB.10H.H.00064,GRANEROS_2015_OPT
EB.10H.H.00067,GRANEROS_2015_OPT
EB.10H.H.00075,GRANEROS_2015_OPT
EB.10H.H.00076,GRANEROS_2015_OPT
EB.10H.H.00077,GRANEROS_2015_OPT
EB.10H.H.00078,GRANEROS_2015_OPT
EB.10H.H.00079,GRANEROS_2015_OPT
EB.10H.H.00081,GRANEROS_2015_OPT
EB.10H.H.00083,GRANEROS_2015_OPT
EB.10H.H.00085,GRANEROS_2015_OPT
EB.10H.H.00087,GRANEROS_2015_OPT
EB.10H.H.00095,GRANEROS_2015_OPT
EB.10H.H.00096,GRANEROS_2015_OPT
EB.10H.H.00097,GRANEROS_2015_OPT
EB.10H.H.00098,GRANEROS_2015_OPT
EB.10H.H.00099,GRANEROS_2015_OPT
EB.10H.H.00104,GRANEROS_2015_OPT
EB.10H.H.00106,GRANEROS_2015_OPT
EB.10H.H.00111,GRANEROS_2015_OPT
EB.10H.H.00114,GRANEROS_2015_OPT
EB.10H.H.00115,GRANEROS_2015_OPT
EB.10H.H.00117,GRANEROS_2015_OPT
EB.10H.H.00122,GRANEROS_2015_OPT
EB.10H.H.00126,GRANEROS_2015_OPT
EB.10H.H.00128,GRANEROS_2015_OPT
EB.10H.H.00131,GRANEROS_2015_OPT
EB.10H.H.00135,GRANEROS_2015_OPT
EB.10H.H.00137,GRANEROS_2015_OPT
EB.10H.H.00141,GRANEROS_2015_OPT
EB.10H.H.00143,GRANEROS_2015_OPT
EB.10H.H.00146,GRANEROS_2015_OPT
EB.10H.H.00147,GRANEROS_2015_OPT
EB.10H.H.00148,GRANEROS_2015_OPT
EB.10H.H.00149,GRANEROS_2015_OPT
EB.10H.H.00151,GRANEROS_2015_OPT
EB.09S.H.00063,GRANEROS_2015_OPT
EB.09S.H.00079,GRANEROS_2015_OPT
EB.09S.H.00090,GRANEROS_2015_OPT
EB.09S.H.00115,GRANEROS_2015_OPT
EB.09S.H.00134,GRANEROS_2015_OPT
EB.09S.H.00169,GRANEROS_2015_OPT
EB.09S.H.00195,GRANEROS_2015_OPT
EB.09S.H.00208,GRANEROS_2015_OPT
EB.09S.H.00370,GRANEROS_2015_OPT
EB.09S.H.00415,GRANEROS_2015_OPT
EB.09S.H.00442,GRANEROS_2015_OPT
EB.09S.H.00460,GRANEROS_2015_OPT
EB.09S.H.00492,GRANEROS_2015_OPT
EB.10H.H.00024,GRANEROS_2015_OPT
EB.10H.H.00028,GRANEROS_2015_OPT
EB.10H.H.00071,GRANEROS_2015_OPT
EB.10H.H.00092,GRANEROS_2015_OPT
EB.10H.H.00144,GRANEROS_2015_OPT
EB.09S.H.00003,NERAC_2016_WD
EB.09S.H.00004,NERAC_2016_WD
EB.09S.H.00005,NERAC_2016_WD
EB.09S.H.00007,NERAC_2016_WD
EB.09S.H.00008,NERAC_2016_WD
EB.09S.H.00009,NERAC_2016_WD
EB.09S.H.00015,NERAC_2016_WD
EB.09S.H.00016,NERAC_2016_WD
EB.09S.H.00017,NERAC_2016_WD
EB.09S.H.00019,NERAC_2016_WD
EB.09S.H.00027,NERAC_2016_WD
EB.09S.H.00030,NERAC_2016_WD
EB.09S.H.00039,NERAC_2016_WD
EB.09S.H.00040,NERAC_2016_WD
EB.09S.H.00041,NERAC_2016_WD
EB.09S.H.00043,NERAC_2016_WD
EB.09S.H.00044,NERAC_2016_WD
EB.09S.H.00045,NERAC_2016_WD
EB.09S.H.00046,NERAC_2016_WD
EB.09S.H.00048,NERAC_2016_WD
EB.09S.H.00049,NERAC_2016_WD
EB.09S.H.00052,NERAC_2016_WD
EB.09S.H.00054,NERAC_2016_WD
EB.09S.H.00061,NERAC_2016_WD
EB.09S.H.00064,NERAC_2016_WD
EB.09S.H.00071,NERAC_2016_WD
EB.09S.H.00072,NERAC_2016_WD
EB.09S.H.00073,NERAC_2016_WD
EB.09S.H.00074,NERAC_2016_WD
EB.09S.H.00076,NERAC_2016_WD
EB.09S.H.00080,NERAC_2016_WD
EB.09S.H.00081,NERAC_2016_WD
EB.09S.H.00083,NERAC_2016_WD
EB.09S.H.00084,NERAC_2016_WD
EB.09S.H.00086,NERAC_2016_WD
EB.09S.H.00087,NERAC_2016_WD
EB.09S.H.00093,NERAC_2016_WD
EB.09S.H.00094,NERAC_2016_WD
EB.09S.H.00097,NERAC_2016_WD
EB.09S.H.00098,NERAC_2016_WD
EB.09S.H.00100,NERAC_2016_WD
EB.09S.H.00101,NERAC_2016_WD
EB.09S.H.00106,NERAC_2016_WD
EB.09S.H.00107,NERAC_2016_WD
EB.09S.H.00108,NERAC_2016_WD
EB.09S.H.00111,NERAC_2016_WD
EB.09S.H.00112,NERAC_2016_WD
EB.09S.H.00114,NERAC_2016_WD
EB.09S.H.00116,NERAC_2016_WD
EB.09S.H.00122,NERAC_2016_WD
EB.09S.H.00130,NERAC_2016_WD
EB.09S.H.00132,NERAC_2016_WD
EB.09S.H.00133,NERAC_2016_WD
EB.09S.H.00135,NERAC_2016_WD
EB.09S.H.00136,NERAC_2016_WD
EB.09S.H.00137,NERAC_2016_WD
EB.09S.H.00140,NERAC_2016_WD
EB.09S.H.00142,NERAC_2016_WD
EB.09S.H.00144,NERAC_2016_WD
EB.09S.H.00149,NERAC_2016_WD
EB.09S.H.00155,NERAC_2016_WD
EB.09S.H.00157,NERAC_2016_WD
EB.09S.H.00160,NERAC_2016_WD
EB.09S.H.00161,NERAC_2016_WD
EB.09S.H.00168,NERAC_2016_WD
EB.09S.H.00171,NERAC_2016_WD
EB.09S.H.00172,NERAC_2016_WD
EB.09S.H.00175,NERAC_2016_WD
EB.09S.H.00178,NERAC_2016_WD
EB.09S.H.00179,NERAC_2016_WD
EB.09S.H.00183,NERAC_2016_WD
EB.09S.H.00185,NERAC_2016_WD
EB.09S.H.00188,NERAC_2016_WD
EB.09S.H.00191,NERAC_2016_WD
EB.09S.H.00192,NERAC_2016_WD
EB.09S.H.00194,NERAC_2016_WD
EB.09S.H.00198,NERAC_2016_WD
EB.09S.H.00199,NERAC_2016_WD
EB.09S.H.00201,NERAC_2016_WD
EB.09S.H.00204,NERAC_2016_WD
EB.09S.H.00205,NERAC_2016_WD
EB.09S.H.00209,NERAC_2016_WD
EB.09S.H.00216,NERAC_2016_WD
EB.09S.H.00223,NERAC_2016_WD
EB.09S.H.00224,NERAC_2016_WD
EB.09S.H.00225,NERAC_2016_WD
EB.09S.H.00226,NERAC_2016_WD
EB.09S.H.00232,NERAC_2016_WD
EB.09S.H.00235,NERAC_2016_WD
EB.09S.H.00238,NERAC_2016_WD
EB.09S.H.00240,NERAC_2016_WD
EB.09S.H.00242,NERAC_2016_WD
EB.09S.H.00243,NERAC_2016_WD
EB.09S.H.00245,NERAC_2016_WD
EB.09S.H.00246,NERAC_2016_WD
EB.09S.H.00250,NERAC_2016_WD
EB.09S.H.00251,NERAC_2016_WD
EB.09S.H.00253,NERAC_2016_WD
EB.09S.H.00254,NERAC_2016_WD
EB.09S.H.00257,NERAC_2016_WD
EB.09S.H.00263,NERAC_2016_WD
EB.09S.H.00264,NERAC_2016_WD
EB.09S.H.00265,NERAC_2016_WD
EB.09S.H.00266,NERAC_2016_WD
EB.09S.H.00267,NERAC_2016_WD
EB.09S.H.00273,NERAC_2016_WD
EB.09S.H.00277,NERAC_2016_WD
EB.09S.H.00278,NERAC_2016_WD
EB.09S.H.00283,NERAC_2016_WD
EB.09S.H.00284,NERAC_2016_WD
EB.09S.H.00287,NERAC_2016_WD
EB.09S.H.00290,NERAC_2016_WD
EB.09S.H.00291,NERAC_2016_WD
EB.09S.H.00292,NERAC_2016_WD
EB.09S.H.00294,NERAC_2016_WD
EB.09S.H.00297,NERAC_2016_WD
EB.09S.H.00300,NERAC_2016_WD
EB.09S.H.00306,NERAC_2016_WD
EB.09S.H.00309,NERAC_2016_WD
EB.09S.H.00315,NERAC_2016_WD
EB.09S.H.00316,NERAC_2016_WD
EB.09S.H.00318,NERAC_2016_WD
EB.09S.H.00322,NERAC_2016_WD
EB.09S.H.00324,NERAC_2016_WD
EB.09S.H.00325,NERAC_2016_WD
EB.09S.H.00326,NERAC_2016_WD
EB.09S.H.00328,NERAC_2016_WD
EB.09S.H.00329,NERAC_2016_WD
EB.09S.H.00331,NERAC_2016_WD
EB.09S.H.00334,NERAC_2016_WD
EB.09S.H.00335,NERAC_2016_WD
EB.09S.H.00336,NERAC_2016_WD
EB.09S.H.00340,NERAC_2016_WD
EB.09S.H.00341,NERAC_2016_WD
EB.09S.H.00348,NERAC_2016_WD
EB.09S.H.00349,NERAC_2016_WD
EB.09S.H.00352,NERAC_2016_WD
EB.09S.H.00353,NERAC_2016_WD
EB.09S.H.00356,NERAC_2016_WD
EB.09S.H.00359,NERAC_2016_WD
EB.09S.H.00360,NERAC_2016_WD
EB.09S.H.00362,NERAC_2016_WD
EB.09S.H.00364,NERAC_2016_WD
EB.09S.H.00368,NERAC_2016_WD
EB.09S.H.00372,NERAC_2016_WD
EB.09S.H.00373,NERAC_2016_WD
EB.09S.H.00374,NERAC_2016_WD
EB.09S.H.00377,NERAC_2016_WD
EB.09S.H.00378,NERAC_2016_WD
EB.09S.H.00382,NERAC_2016_WD
EB.09S.H.00383,NERAC_2016_WD
EB.09S.H.00384,NERAC_2016_WD
EB.09S.H.00385,NERAC_2016_WD
EB.09S.H.00388,NERAC_2016_WD
EB.09S.H.00389,NERAC_2016_WD
EB.09S.H.00390,NERAC_2016_WD
EB.09S.H.00393,NERAC_2016_WD
EB.09S.H.00394,NERAC_2016_WD
EB.09S.H.00398,NERAC_2016_WD
EB.09S.H.00399,NERAC_2016_WD
EB.09S.H.00402,NERAC_2016_WD
EB.09S.H.00407,NERAC_2016_WD
EB.09S.H.00409,NERAC_2016_WD
EB.09S.H.00410,NERAC_2016_WD
EB.09S.H.00413,NERAC_2016_WD
EB.09S.H.00414,NERAC_2016_WD
EB.09S.H.00416,NERAC_2016_WD
EB.09S.H.00418,NERAC_2016_WD
EB.09S.H.00419,NERAC_2016_WD
EB.09S.H.00420,NERAC_2016_WD
EB.09S.H.00424,NERAC_2016_WD
EB.09S.H.00426,NERAC_2016_WD
EB.09S.H.00427,NERAC_2016_WD
EB.09S.H.00429,NERAC_2016_WD
EB.09S.H.00433,NERAC_2016_WD
EB.09S.H.00436,NERAC_2016_WD
EB.09S.H.00444,NERAC_2016_WD
EB.09S.H.00445,NERAC_2016_WD
EB.09S.H.00446,NERAC_2016_WD
EB.09S.H.00448,NERAC_2016_WD
EB.09S.H.00451,NERAC_2016_WD
EB.09S.H.00453,NERAC_2016_WD
EB.09S.H.00454,NERAC_2016_WD
EB.09S.H.00455,NERAC_2016_WD
EB.09S.H.00465,NERAC_2016_WD
EB.09S.H.00469,NERAC_2016_WD
EB.09S.H.00471,NERAC_2016_WD
EB.09S.H.00472,NERAC_2016_WD
EB.09S.H.00474,NERAC_2016_WD
EB.09S.H.00476,NERAC_2016_WD
EB.09S.H.00477,NERAC_2016_WD
EB.09S.H.00480,NERAC_2016_WD
EB.09S.H.00481,NERAC_2016_WD
EB.09S.H.00482,NERAC_2016_WD
EB.09S.H.00484,NERAC_2016_WD
EB.09S.H.00485,NERAC_2016_WD
EB.09S.H.00488,NERAC_2016_WD
EB.09S.H.00493,NERAC_2016_WD
EB.09S.H.00494,NERAC_2016_WD
EB.09S.H.00496,NERAC_2016_WD
EB.09S.H.00498,NERAC_2016_WD
EB.09S.H.00502,NERAC_2016_WD
EB.09S.H.00504,NERAC_2016_WD
EB.09S.H.00506,NERAC_2016_WD
EB.09S.H.00507,NERAC_2016_WD
EB.09S.H.00509,NERAC_2016_WD
EB.09S.H.00512,NERAC_2016_WD
EB.09S.H.00513,NERAC_2016_WD
EB.09S.H.00519,NERAC_2016_WD
EB.09S.H.00520,NERAC_2016_WD
EB.09S.H.00522,NERAC_2016_WD
EB.09S.H.00523,NERAC_2016_WD
EB.09S.H.00524,NERAC_2016_WD
EB.09S.H.00525,NERAC_2016_WD
EB.09S.H.00530,NERAC_2016_WD
EB.10H.H.00005,NERAC_2016_WD
EB.10H.H.00006,NERAC_2016_WD
EB.10H.H.00007,NERAC_2016_WD
EB.10H.H.00018,NERAC_2016_WD
EB.10H.H.00023,NERAC_2016_WD
EB.10H.H.00025,NERAC_2016_WD
EB.10H.H.00029,NERAC_2016_WD
EB.10H.H.00030,NERAC_2016_WD
EB.10H.H.00031,NERAC_2016_WD
EB.10H.H.00032,NERAC_2016_WD
EB.10H.H.00034,NERAC_2016_WD
EB.10H.H.00036,NERAC_2016_WD
EB.10H.H.00037,NERAC_2016_WD
EB.10H.H.00038,NERAC_2016_WD
EB.10H.H.00040,NERAC_2016_WD
EB.10H.H.00041,NERAC_2016_WD
EB.10H.H.00043,NERAC_2016_WD
EB.10H.H.00045,NERAC_2016_WD
EB.10H.H.00046,NERAC_2016_WD
EB.10H.H.00047,NERAC_2016_WD
EB.10H.H.00050,NERAC_2016_WD
EB.10H.H.00051,NERAC_2016_WD
EB.10H.H.00052,NERAC_2016_WD
EB.10H.H.00053,NERAC_2016_WD
EB.10H.H.00055,NERAC_2016_WD
EB.10H.H.00056,NERAC_2016_WD
EB.10H.H.00058,NERAC_2016_WD
EB.10H.H.00060,NERAC_2016_WD
EB.10H.H.00061,NERAC_2016_WD
EB.10H.H.00062,NERAC_2016_WD
EB.10H.H.00063,NERAC_2016_WD
EB.10H.H.00064,NERAC_2016_WD
EB.10H.H.00067,NERAC_2016_WD
EB.10H.H.00075,NERAC_2016_WD
EB.10H.H.00076,NERAC_2016_WD
EB.10H.H.00077,NERAC_2016_WD
EB.10H.H.00078,NERAC_2016_WD
EB.10H.H.00079,NERAC_2016_WD
EB.10H.H.00081,NERAC_2016_WD
EB.10H.H.00083,NERAC_2016_WD
EB.10H.H.00085,NERAC_2016_WD
EB.10H.H.00087,NERAC_2016_WD
EB.10H.H.00096,NERAC_2016_WD
EB.10H.H.00097,NERAC_2016_WD
